trade_date,price,amount,d1_origin_price,d1_price,yesterday_amount,p_banana_d1_price,p_banana_d1_amount,d5_avg_price
2012/1/7,19.3,16890,13,19.5,21521,18.1,3684,18.76
2012/1/8,20.3,25639,12.67,19.3,14700,19.1,3355,18.98
2012/1/10,20.2,27206,12.5,20.3,19953,17.4,2356,19.36
2012/1/11,18.6,22410,12.67,20.2,18523,20.2,3157,19.62
2012/1/12,18.2,18030,12.33,18.6,22340,15.1,1866,19.58
2012/1/13,16.8,17385,12.5,18.2,16890,23.5,1804,19.32
2012/1/14,17.4,14895,12.5,16.8,25639,20.4,2204,18.82
2012/1/15,17.9,14610,12.33,17.4,27206,16.4,1909,18.24
2012/1/17,17.4,20415,12.33,17.9,22410,18.3,1606,17.78
2012/1/18,16.8,22320,12.33,17.4,18030,18.8,3104,17.54
2012/1/19,15.4,20820,12.67,16.8,17385,22.7,3139,17.26
2012/1/20,14.5,21411,12.67,15.4,14895,15.9,3766,16.98
2012/1/21,14.1,20250,13,14.5,14610,17.5,3141,16.4
2012/1/22,15,17970,12.83,14.1,20415,26.1,2463,15.64
2012/1/28,15.6,30030,12.5,15,22320,35.9,1392,15.16
2012/1/29,15.9,18915,12.17,15.6,20820,20.3,3820,14.92
2012/1/30,15.3,25065,12.33,15.9,21411,22,2289,15.02
2012/2/1,15.7,21695,12.67,15.3,20250,33,1416,15.18
2012/2/2,16.7,18515,12.33,15.7,17970,22,4484,15.5
2012/2/3,15.2,16500,12.33,16.7,30030,19.6,2605,15.84
2012/2/4,15.6,19680,12.33,15.2,18915,21.9,2382,15.76
2012/2/5,18,18825,12.33,15.6,25065,21.1,4718,15.7
2012/2/6,19.7,23370,12.33,18,21695,21,3006,16.24
2012/2/9,20.6,25800,12.67,19.7,18515,20.6,1474,17.04
2012/2/10,18.8,24885,12.5,20.6,16500,17.7,2505,17.82
2012/2/11,17.5,21447,12.5,18.8,19680,23.4,1580,18.54
2012/2/12,18.7,18570,12.33,17.5,18825,18.9,4946,18.92
2012/2/14,19.5,31970,12.17,18.7,23370,22.4,2459,19.06
2012/2/15,19.7,21555,12.33,19.5,25800,18.5,3716,19.02
2012/2/16,18.5,11925,12.5,19.7,24885,18.7,3638,18.84
2012/2/17,17.8,20655,12.5,18.5,21447,19,3331,18.78
2012/2/18,18.2,19109,12.5,17.8,18570,21.8,2891,18.84
2012/2/19,18.3,20405,12.5,18.2,31970,20.5,3568,18.74
2012/2/21,19.7,25561,12.5,18.3,21555,19,2726,18.5
2012/2/22,20.7,30930,12.33,19.7,11925,22.4,3966,18.5
2012/2/23,21.1,25515,12.67,20.7,20655,21.3,1420,18.94
2012/2/24,21.5,24651,12.67,21.1,19109,23.4,2135,19.6
2012/2/25,21.6,16510,13,21.5,20405,22.8,2773,20.26
2012/2/26,22.5,17307,13.83,21.6,25561,19.1,2600,20.92
2012/2/28,22.2,18301,14,22.5,30930,17.2,2857,21.48
2012/2/29,23,20756,14.67,22.2,25515,19.7,1987,21.78
2012/3/1,24.9,16191,14.67,23,24651,21.9,2107,22.16
2012/3/2,25.8,18032,15.83,24.9,16510,27.2,2239,22.84
2012/3/3,25.9,18047,16.67,25.8,17307,27.9,3608,23.68
2012/3/4,28.2,18172,17.33,25.9,18301,21.6,5855,24.36
2012/3/6,28.4,24645,17.6,28.2,20756,23.4,3707,25.56
2012/3/7,28.3,30561,19,28.4,16191,20.2,8138,26.64
2012/3/8,27.8,25557,19.67,28.3,18032,20.7,4976,27.32
2012/3/9,25.9,22916,20,27.8,18047,25.2,2830,27.72
2012/3/10,26.7,16466,20.5,25.9,18172,23.3,3252,27.72
2012/3/11,28.5,21285,21,26.7,24645,22.4,3616,27.42
2012/3/13,26.8,24961,21.83,28.5,30561,22.7,3567,27.44
2012/3/14,26.3,24285,22,26.8,25557,21.5,2572,27.14
2012/3/15,26.6,19793,22.17,26.3,22916,22.2,2779,26.84
2012/3/16,27.2,20064,22.17,26.6,16466,23.1,3619,26.98
2012/3/17,26.4,23055,22.67,27.2,21285,23.4,3831,27.08
2012/3/18,26.5,22289,23.17,26.4,24961,20.6,4774,26.66
2012/3/20,26.4,23161,23.17,26.5,24285,22.9,3786,26.6
2012/3/21,26.5,33491,22.17,26.4,19793,23.3,6739,26.62
2012/3/22,25.4,35175,22.17,26.5,20064,24,6007,26.6
2012/3/23,25.8,21537,22,25.4,23055,21.3,4674,26.24
2012/3/24,26.6,26289,21.17,25.8,22289,21.6,4177,26.12
2012/3/25,26.5,24158,20.33,26.6,23161,20,3399,26.14
2012/3/27,23.9,29311,20.67,26.5,33491,26.1,2101,26.16
2012/3/28,22.7,28503,19.83,23.9,35175,21.7,5714,25.64
2012/3/29,21.9,25746,19.17,22.7,21537,20.1,6062,25.1
2012/3/30,20.7,19111,19,21.9,26289,21.6,3307,24.32
2012/3/31,20.5,27420,18,20.7,24158,20.7,3551,23.14
2012/4/1,19.5,25461,17,20.5,29311,20.4,4733,21.94
2012/4/2,18.7,25221,16.6,19.5,28503,18.9,4419,21.06
2012/4/3,19,29008,16,18.7,25746,22.9,1659,20.26
2012/4/6,20.1,32805,13.8,19,19111,22.6,5631,19.68
2012/4/7,20.4,30405,12.8,20.1,27420,25.1,5421,19.56
2012/4/8,20,24555,13.2,20.4,25461,23.7,4445,19.54
2012/4/10,20.4,27498,13.2,20,25221,27.4,3507,19.64
2012/4/11,19.8,25245,13.2,20.4,29008,24.4,6129,19.98
2012/4/12,19.7,21919,13.2,19.8,32805,21.6,5963,20.14
2012/4/13,18.6,27765,13,19.7,30405,21.4,4917,20.06
2012/4/14,19,23402,13.2,18.6,24555,21.4,3083,19.7
2012/4/15,18.7,23394,13.2,19,27498,18.7,4051,19.5
2012/4/17,17.5,27630,13.2,18.7,25245,18.9,3471,19.16
2012/4/18,18.1,23851,13,17.5,21919,20.7,5895,18.7
2012/4/19,19,24120,12.8,18.1,27765,22.8,4556,18.38
2012/4/20,20,26835,12.8,19,23402,25.7,3837,18.46
2012/4/21,20.9,32340,12.8,20,23394,22.7,5346,18.66
2012/4/22,20.9,23737,12.6,20.9,27630,21.7,5728,19.1
2012/4/24,19.3,34643,12.4,20.9,23851,22.2,4923,19.78
2012/4/25,18.4,27037,12.2,19.3,24120,24.6,4846,20.02
2012/4/26,17.5,25770,11.2,18.4,26835,23.9,3492,19.9
2012/4/27,16.5,27619,11.4,17.5,32340,23.4,3624,19.4
2012/4/28,16.6,21030,11.2,16.5,23737,26.2,2933,18.52
2012/4/29,16.9,29564,11.2,16.6,34643,22.7,4676,17.66
2012/5/1,17.3,28110,11.2,16.9,27037,22.5,5137,17.18
2012/5/2,17.3,27000,11.2,17.3,25770,24.5,4765,16.96
2012/5/3,16.4,27227,11.6,17.3,27619,25,5524,16.92
2012/5/4,17.7,25410,11.6,16.4,21030,24,5903,16.9
2012/5/5,19.4,29364,12,17.7,29564,23.6,6189,17.12
2012/5/6,21.1,27822,12,19.4,28110,24.6,4534,17.62
2012/5/8,21.8,26385,11.4,21.1,27000,24.9,3596,18.38
2012/5/9,19.5,26287,12,21.8,27227,22.8,6914,19.28
2012/5/10,19.1,19274,11.8,19.5,25410,20.9,4644,19.9
2012/5/11,19.5,19380,11.8,19.1,29364,23,3961,20.18
2012/5/12,19.8,19062,11.8,19.5,27822,21.9,4501,20.2
2012/5/13,19.3,23406,12.6,19.8,26385,21.4,3943,19.94
2012/5/15,17.3,25508,11.8,19.3,26287,20.5,4067,19.44
2012/5/16,15.9,25040,12,17.3,19274,19.8,5619,19
2012/5/17,16.5,17700,12,15.9,19380,19.5,5271,18.36
2012/5/18,16.7,20311,12,16.5,19062,18.9,4920,17.76
2012/5/19,17.5,23175,12,16.7,23406,21.5,3823,17.14
2012/5/20,18.6,26892,12.4,17.5,25508,21.2,6066,16.78
2012/5/22,19.8,28962,12.4,18.6,25040,21.2,4436,17.04
2012/5/23,22.2,26617,12.8,19.8,17700,25.4,3841,17.82
2012/5/24,22,19509,12.8,22.2,20311,22.5,5347,18.96
2012/5/25,19.9,23293,12.8,22,23175,19.9,4658,20.02
2012/5/26,20,19063,13,19.9,26892,21.8,4705,20.5
2012/5/27,19.5,21886,12.8,20,28962,19.7,5170,20.78
2012/5/29,19.6,19692,12.8,19.5,26617,17.6,4496,20.72
2012/5/30,19.6,21360,13.6,19.6,19509,18.9,4403,20.2
2012/5/31,19,20056,13.6,19.6,23293,18.6,3738,19.72
2012/6/1,18.3,20825,13.8,19,19063,22.8,3734,19.54
2012/6/2,20.1,17123,13.8,18.3,21886,20.2,6097,19.2
2012/6/3,21.6,22475,14.2,20.1,19692,20.3,7435,19.32
2012/6/5,19.9,31410,14.6,21.6,21360,23,6101,19.72
2012/6/6,18.9,24930,14,19.9,20056,21.4,5829,19.78
2012/6/7,19.2,18494,13.4,18.9,20825,20.7,3856,19.76
2012/6/8,18.1,18285,13.4,19.2,17123,21.3,4206,19.94
2012/6/9,17.6,19325,12.6,18.1,22475,18,5613,19.54
2012/6/10,17.6,19389,12.2,17.6,31410,16.5,6663,18.74
2012/6/12,17.1,21900,12,17.6,24930,17.1,3985,18.28
2012/6/13,17.9,19455,12.2,17.1,18494,21.5,3186,17.92
2012/6/14,17.7,19155,12.2,17.9,18285,20.6,1913,17.66
2012/6/15,17.1,21541,12,17.7,19325,20.9,3748,17.58
2012/6/16,16.3,22107,12,17.1,19389,20.4,4695,17.48
2012/6/17,17.7,21470,12.2,16.3,21900,19.8,6555,17.22
2012/6/19,18.9,26873,12.4,17.7,19455,20.2,6434,17.34
2012/6/20,18.6,24823,12.4,18.9,19155,20.2,10079,17.54
2012/6/21,18.7,20570,12.4,18.6,21541,19.8,4760,17.72
2012/6/22,18.9,20825,12,18.7,22107,19.3,1914,18.04
2012/6/23,18.7,19971,12.2,18.9,21470,22.9,3472,18.56
2012/6/26,20.6,22305,12.2,18.7,26873,20.7,4376,18.76
2012/6/27,17.8,22161,12.4,20.6,24823,17.1,8045,19.1
2012/6/28,16.7,18495,13,17.8,20570,14.9,5499,18.94
2012/6/29,16.6,16714,13,16.7,20825,18.9,3764,18.54
2012/6/30,18.4,15752,14,16.6,19971,18.1,5664,18.08
2012/7/1,20.3,16488,15.2,18.4,22305,18.5,6595,18.02
2012/7/3,20,26091,15.2,20.3,22161,21.4,5593,17.96
2012/7/4,19.1,25586,15.2,20,18495,19.7,8086,18.4
2012/7/5,17.5,19067,15,19.1,16714,18.3,4454,18.88
2012/7/6,16.8,19693,15.6,17.5,15752,21.6,3261,19.06
2012/7/7,16.6,16920,15.8,16.8,16488,20.5,3749,18.74
2012/7/8,17.2,15900,16,16.6,26091,19.5,4431,18
2012/7/10,17.3,20427,16,17.2,25586,17.6,4338,17.44
2012/7/11,16.1,20835,16.2,17.3,19067,19.9,6108,17.08
2012/7/12,15.4,17148,16.2,16.1,19693,15.4,5743,16.8
2012/7/13,14.6,19406,16.2,15.4,16920,16.4,3649,16.52
2012/7/14,14.7,18183,15.8,14.6,15900,14.2,4470,16.12
2012/7/15,15.7,15471,15.8,14.7,20427,15,4977,15.62
2012/7/17,16.4,19353,15.8,15.7,20835,18.5,3592,15.3
2012/7/18,17.7,23265,16.6,16.4,17148,18.1,8076,15.36
2012/7/19,18.1,26757,17,17.7,19406,17.7,8750,15.82
2012/7/20,17.5,22920,17,18.1,18183,15.5,6289,16.52
2012/7/21,17.6,17935,16.8,17.5,15471,16.4,2590,17.08
2012/7/22,19,15205,17.2,17.6,19353,20,2362,17.46
2012/7/24,19.1,17963,17,19,23265,17.2,3756,17.98
2012/7/25,18.9,18451,17,19.1,26757,19.6,4825,18.26
2012/7/26,18.9,16425,17,18.9,22920,16.6,6941,18.42
2012/7/27,18.6,16845,17.4,18.9,17935,14,4882,18.7
2012/7/28,20,14634,17.6,18.6,15205,15.2,4154,18.9
2012/7/29,21.8,14700,18,20,17963,17.2,4740,19.1
2012/7/31,22.6,15906,18,21.8,18451,17.9,4273,19.64
2012/8/1,25.7,18136,18,22.6,16425,16.2,9266,20.38
2012/8/2,27.1,21999,18.6,25.7,16845,18.2,6804,21.74
2012/8/3,27.3,13110,18.8,27.1,14634,15.9,4081,23.44
2012/8/4,30,16640,19.8,27.3,14700,17.2,1089,24.9
2012/8/5,36.1,13017,20.8,30,15906,19.5,3744,26.54
2012/8/7,35,15523,22.2,36.1,18136,19.3,6062,29.24
2012/8/8,33.5,14248,24.4,35,21999,15,8933,31.1
2012/8/9,32.5,14467,24.4,33.5,13110,16.3,5283,32.38
2012/8/10,32.6,12159,29.2,32.5,16640,15.5,4207,33.42
2012/8/11,34.3,11194,31.8,32.6,13017,21.6,3345,33.94
2012/8/12,34.4,13185,35.2,34.3,15523,19.2,5127,33.58
2012/8/14,34.8,14389,37.8,34.4,14248,20.9,3801,33.46
2012/8/15,35.9,14558,39.2,34.8,14467,21.2,6194,33.72
2012/8/16,38.2,13333,39.4,35.9,12159,21.2,6675,34.4
2012/8/17,39.9,17860,40.2,38.2,11194,20.1,7344,35.52
2012/8/18,41.7,13437,40.4,39.9,13185,17.9,5387,36.64
2012/8/19,41,12885,41.6,41.7,14389,22.4,2847,38.1
2012/8/21,36.7,15660,43,41,14558,23.9,2782,39.34
2012/8/22,37.2,13645,42,36.7,13333,23.5,6265,39.5
2012/8/23,37.8,11901,43.4,37.2,17860,23.6,6649,39.3
2012/8/24,37.8,12377,41.8,37.8,13437,26.9,5726,38.88
2012/8/25,40,10795,42.2,37.8,12885,21.5,5241,38.1
2012/8/26,39.5,12178,42.2,40,15660,19.3,2687,37.9
2012/8/28,38.6,12585,42.6,39.5,13645,26.3,2696,38.46
2012/8/29,40.5,13795,43.2,38.6,11901,25.1,8119,38.74
2012/8/30,40.8,13663,43.4,40.5,12377,21.8,4297,39.28
2012/8/31,42.9,18225,43.8,40.8,10795,27.2,6177,39.88
2012/9/1,44.4,16365,44.6,42.9,12178,26.3,4611,40.46
2012/9/2,42.8,11715,44.6,44.4,12585,25.9,3050,41.44
2012/9/5,41.3,15015,43.17,42.8,13795,29.8,1286,42.28
2012/9/6,36.5,16758,43.5,41.3,13663,24.4,8221,42.44
2012/9/7,36.9,11618,43.5,36.5,18225,22.8,5244,41.58
2012/9/8,41.7,11132,42.33,36.9,16365,21.5,3003,40.38
2012/9/9,42.5,11470,42.33,41.7,11715,25.1,4648,39.84
2012/9/11,40.4,12616,42,42.5,15015,25.9,3301,39.78
2012/9/12,41,12945,41.83,40.4,16758,23.5,7619,39.6
2012/9/13,41,11880,41.83,41,11618,26,5189,40.5
2012/9/14,41.7,11757,41.33,41,11132,24.6,4036,41.32
2012/9/15,45.6,11265,40.33,41.7,11470,26.3,6204,41.32
2012/9/16,45.7,16986,40.83,45.6,12616,22.1,7377,41.94
2012/9/18,42.6,17618,40.5,45.7,12945,21.4,4707,43
2012/9/19,40,15615,40.17,42.6,11880,25.3,4761,43.32
2012/9/20,36.1,13579,39.83,40,11757,24.4,3776,43.12
2012/9/21,34.7,12786,38.67,36.1,11265,24.9,3727,42
2012/9/22,35,12224,38.17,34.7,16986,27.5,3519,39.82
2012/9/23,34.9,13254,37.5,35,17618,25,5200,37.68
2012/9/25,35.8,13303,37.17,34.9,15615,23.3,4085,36.14
2012/9/26,36.7,15496,37.17,35.8,13579,23.6,6673,35.3
2012/9/27,35.7,14211,37.17,36.7,12786,25.7,5516,35.42
2012/9/28,35.8,11738,36.33,35.7,12224,22.2,4688,35.62
2012/9/29,37.9,13917,36,35.8,13254,23.6,5647,35.78
2012/9/30,40.9,17212,36.33,37.9,13303,20.9,6341,36.38
2012/10/3,36.5,19837,33.33,40.9,15496,22.9,3170,37.4
2012/10/4,31,19350,32.5,36.5,14211,27.2,5960,37.36
2012/10/5,29.7,15504,30.67,31,11738,25,5114,36.42
2012/10/6,30,13854,29.67,29.7,13917,24.1,4672,35.2
2012/10/7,34.9,12624,28,30,17212,23.2,6367,33.62
2012/10/9,35.6,16008,26.67,34.9,19837,24.3,4483,32.42
2012/10/10,33.2,17175,26.67,35.6,19350,23.3,7547,32.24
2012/10/11,34.2,15275,26.67,33.2,15504,22.8,4732,32.68
2012/10/12,34.3,12150,26.67,34.2,13854,23.9,3378,33.58
2012/10/13,38.9,13230,26.67,34.3,12624,23.9,4584,34.44
2012/10/14,40.2,15528,26.67,38.9,16008,28.6,5625,35.24
2012/10/16,38.2,22400,28,40.2,17175,28.2,4107,36.16
2012/10/17,35.4,18308,29.33,38.2,15275,28.2,4806,37.16
2012/10/18,35.1,12474,30,35.4,12150,32.3,2910,37.4
2012/10/19,35.7,13547,30.67,35.1,13230,27.4,4135,37.56
2012/10/20,38,11543,32,35.7,15528,26.3,4261,36.92
2012/10/21,41.9,12810,33.33,38,22400,28.6,5024,36.48
2012/10/23,41.3,16788,34,41.9,18308,30.4,3683,37.22
2012/10/24,39,15052,36,41.3,12474,29.2,4696,38.4
2012/10/25,38.9,13034,36,39,13547,26.6,3049,39.18
2012/10/26,39.8,14100,37.33,38.9,11543,30.5,3558,39.82
2012/10/27,41.7,12042,38.67,39.8,12810,34.4,2940,40.18
2012/10/28,43.4,13635,40,41.7,16788,32.2,4519,40.14
2012/10/30,43.5,17550,40.67,43.4,15052,33.2,3573,40.56
2012/10/31,40.4,17676,40.67,43.5,13034,33.9,4340,41.46
2012/11/1,37.3,14175,42,40.4,14100,31.9,2560,41.76
2012/11/2,37.3,12875,38.67,37.3,12042,29.1,2806,41.26
2012/11/3,38.7,14819,39.33,37.3,13635,34.1,3770,40.38
2012/11/4,39.2,14976,38.67,38.7,17550,29.8,5595,39.44
2012/11/6,36.8,18258,38,39.2,17676,29.1,3564,38.58
2012/11/7,36.4,15769,35.67,36.8,14175,30.4,4767,37.86
2012/11/8,36,16229,35,36.4,12875,28.7,3409,37.68
2012/11/9,35,17610,33.67,36,14819,27.7,2386,37.42
2012/11/10,35.1,15660,32.33,35,14976,30.6,2775,36.68
2012/11/11,36.3,14694,33.33,35.1,18258,31,3722,35.86
2012/11/13,36.6,21843,31.33,36.3,15769,33.1,3146,35.76
2012/11/14,38,21109,30,36.6,16229,32.5,4032,35.8
2012/11/15,38.5,20004,28.67,38,17610,34.7,3123,36.2
2012/11/16,38.3,18216,28.67,38.5,15660,35.8,1998,36.9
2012/11/17,36.5,16015,28,38.3,14694,31.6,2354,37.54
2012/11/18,33.9,17916,28,36.5,21843,30,4564,37.58
2012/11/20,35.4,16400,28,33.9,21109,35.2,2048,37.04
2012/11/21,34.6,17042,29.33,35.4,20004,32.6,4242,36.52
2012/11/22,36,17638,30,34.6,18216,31.2,4058,35.74
2012/11/23,32.7,17595,29.67,36,16015,26.7,2276,35.28
2012/11/24,31.7,13595,29.83,32.7,17916,32,2798,34.52
2012/11/25,33.9,12229,30.33,31.7,16400,26,4467,34.08
2012/11/27,37.3,17473,30,33.9,17042,31,3087,33.78
2012/11/28,40.7,21735,30.33,37.3,17638,30.2,6078,34.32
2012/11/29,40.9,20850,30,40.7,17595,33.4,1686,35.26
2012/11/30,38.5,16500,31,40.9,13595,36.2,1851,36.9
2012/12/1,38.7,14847,31.33,38.5,12229,33.7,1673,38.26
2012/12/2,37.8,18315,31,38.7,17473,27.2,3610,39.22
2012/12/4,40,9426,32.67,37.8,21735,31.9,2396,39.32
2012/12/5,40.4,15585,32.33,40,20850,30.1,3716,39.18
2012/12/6,40.4,15824,33.67,40.4,16500,29.8,4036,39.08
2012/12/7,39.4,13768,33,40.4,14847,34.4,2015,39.46
2012/12/8,40.3,13157,34.33,39.4,18315,38.7,2108,39.6
2012/12/9,40.9,13938,37,40.3,9426,33.4,4105,40.1
2012/12/11,42.9,15480,37,40.9,15585,27.2,3287,40.28
2012/12/12,45.1,15505,39.33,42.9,15824,27.8,4804,40.78
2012/12/13,45.3,19368,42,45.1,13768,30.3,5433,41.72
2012/12/14,45.1,15057,44,45.3,13157,28.1,4553,42.9
2012/12/15,50.3,12051,44,45.1,13938,24.8,3589,43.86
2012/12/16,51.3,9352,44,50.3,15480,28.3,2489,45.74
2012/12/18,52.6,15788,44,51.3,15505,30.7,1867,47.42
2012/12/19,46.2,13497,44.33,52.6,19368,28.6,4345,48.92
2012/12/20,45.8,12948,44,46.2,15057,29.8,2970,49.1
2012/12/21,46.1,9729,44,45.8,12051,27.8,2203,49.24
2012/12/22,47.2,11702,44,46.1,9352,32.5,2528,48.4
2012/12/23,46.6,12675,44,47.2,15788,29.7,2745,47.58
2012/12/25,46.5,11702,44,46.6,13497,31.8,2251,46.38
2012/12/26,48.4,16285,40,46.5,12948,35.1,3684,46.44
2012/12/27,46.8,19160,39.33,48.4,9729,35.1,3582,46.96
2012/12/28,46.3,15647,39.33,46.8,11702,31,2638,47.1
2012/12/29,47.8,13900,40.67,46.3,12675,34.6,2239,46.92
2012/12/30,47.9,12366,37.67,47.8,11702,32.8,2777,47.16
2013/1/1,45,14586,35.67,47.9,16285,31.3,2301,47.44
2013/1/2,43.2,15447,33.67,45,19160,28.9,1226,46.76
2013/1/3,40.6,13147,33.67,43.2,15647,33.5,1429,46.04
2013/1/4,39.3,11302,33.33,40.6,13900,33.4,2405,44.9
2013/1/5,40.3,11249,33.33,39.3,12366,29.6,2551,43.2
2013/1/6,43.5,12309,33.67,40.3,14586,31.9,3670,41.68
2013/1/8,44.2,14727,31,43.5,15447,32,2181,41.38
2013/1/9,40.6,16065,28,44.2,13147,31.1,3974,41.58
2013/1/10,37.8,14321,28,40.6,11302,26.3,3432,41.58
2013/1/11,38.3,14400,27.33,37.8,11249,30.8,2195,41.28
2013/1/12,40.2,21227,27.33,38.3,12309,32.2,1791,40.88
2013/1/13,40.5,17817,27,40.2,14727,31.1,2825,40.22
2013/1/15,39.5,18720,26.33,40.5,16065,28.8,2619,39.48
2013/1/16,37.6,18155,26,39.5,14321,31.2,2724,39.26
2013/1/17,34.1,14908,26.67,37.6,14400,31.7,2354,39.22
2013/1/18,32.9,12765,27.67,34.1,21227,29.1,2475,38.38
2013/1/19,32.1,13065,27.33,32.9,17817,31.8,2320,36.92
2013/1/20,33.2,11342,28.33,32.1,18720,32.4,1414,35.24
2013/1/22,36.5,13740,28,33.2,18155,31.7,1614,33.98
2013/1/23,37,16753,29.67,36.5,14908,29.8,3378,33.76
2013/1/24,36,15453,30.33,37,12765,29,2944,34.34
2013/1/25,36,17555,30.33,36,13065,28.7,2769,34.96
2013/1/26,36.9,21782,30.67,36,11342,28.7,3159,35.74
2013/1/27,38,16560,31,36.9,13740,31.6,2299,36.48
2013/1/29,37.8,15285,31,38,16753,31,2045,36.78
2013/1/30,36.5,15495,33.67,37.8,15453,27.2,2878,36.94
2013/1/31,34.3,11755,35,36.5,17555,30.5,2606,37.04
2013/2/1,36.3,12714,35,34.3,21782,26.3,3552,36.7
2013/2/2,36.6,11896,34.67,36.3,16560,27.6,2625,36.58
2013/2/3,36.8,11875,35.33,36.6,15285,21.9,2815,36.3
2013/2/5,34.8,14365,35.33,36.8,15495,17,2916,36.1
2013/2/6,33.1,17680,35.33,34.8,11755,20,4674,35.76
2013/2/7,32.3,19146,36.67,33.1,12714,28.6,2478,35.52
2013/2/8,32.4,16392,36.67,32.3,11896,28.7,2517,34.72
2013/2/9,34.4,11568,36.67,32.4,11875,36.5,2007,33.88
2013/2/15,39.6,17751,36.67,34.4,14365,42.7,1236,33.4
2013/2/16,35.7,16167,36,39.6,17680,37.4,2613,34.36
2013/2/17,36.5,18663,36,35.7,19146,32.9,4160,34.88
2013/2/19,36.2,20313,34,36.5,16392,29.8,2399,35.72
2013/2/20,35.7,16426,31.33,36.2,11568,32.8,3057,36.48
2013/2/21,34.1,14738,30.67,35.7,17751,35.2,2777,36.74
2013/2/22,32.7,16305,30.67,34.1,16167,31.7,3175,35.64
2013/2/23,34.5,18511,28.67,32.7,18663,30.3,4451,35.04
2013/2/24,37.4,21312,28,34.5,20313,28.9,3222,34.64
2013/2/27,36.3,24015,29,37.4,16426,28.3,2525,34.88
2013/2/28,33.3,21475,27.67,36.3,14738,26.7,4188,35
2013/3/1,32.7,18019,28,33.3,16305,31.1,2646,34.84
2013/3/2,31.5,18840,28,32.7,18511,31.9,2436,34.84
2013/3/3,30,19946,27.8,31.5,21312,28.6,3277,34.24
2013/3/5,29.9,19643,25.8,30,24015,30,1564,32.76
2013/3/6,29.7,19107,25.2,29.9,21475,29.6,3313,31.48
2013/3/7,31,15262,25.4,29.7,18019,28.6,3264,30.76
2013/3/8,34.7,15757,25.2,31,18840,27.6,2627,30.42
2013/3/9,36.1,17700,25.2,34.7,19946,32.8,2712,31.06
2013/3/10,36.7,21631,24.4,36.1,19643,31.2,3230,32.28
2013/3/12,37.4,26672,24,36.7,19107,30.2,3764,33.64
2013/3/13,37.4,22924,25,37.4,15262,33.9,5287,35.18
2013/3/14,38,19277,25.2,37.4,15757,33,2243,36.46
2013/3/15,39.2,15093,25,38,17700,35.4,1556,37.12
2013/3/16,37.2,15813,25.8,39.2,21631,35.8,2455,37.74
2013/3/17,36.1,17268,27.6,37.2,26672,30.9,3606,37.84
2013/3/19,36.2,19687,27.8,36.1,22924,35.5,2288,37.58
2013/3/20,34.3,17455,29.4,36.2,19277,31.6,4088,37.34
2013/3/21,33.4,19005,29.6,34.3,15093,30.4,3590,36.6
2013/3/22,35.3,16487,29.6,33.4,15813,27.9,2273,35.44
2013/3/23,38,15718,30.4,35.3,17268,31.5,2857,35.06
2013/3/24,39,17149,30.4,38,19687,35,3622,35.44
2013/3/26,39.3,24324,29.6,39,17455,34.6,3547,36
2013/3/27,38.6,25064,30,39.3,19005,36.3,3642,37
2013/3/28,36.1,22695,30,38.6,16487,34.9,2481,38.04
2013/3/29,33.9,16687,30,36.1,15718,38.3,2009,38.2
2013/3/30,36.4,19108,29.6,33.9,17149,36.9,2825,37.38
2013/3/31,35.4,20324,28.6,36.4,24324,34,3758,36.86
2013/4/2,33.1,25194,27.75,35.4,25064,34.5,3278,36.08
2013/4/3,32.4,26715,24.75,33.1,22695,33.5,5018,34.98
2013/4/6,33.1,31047,22.5,32.4,16687,33.2,3896,34.24
2013/4/7,31.5,28155,22.25,33.1,19108,38.7,2890,34.08
2013/4/9,31.5,27526,22.25,31.5,20324,37.4,2217,33.1
2013/4/10,31,33419,21.5,31.5,25194,38.7,5634,32.32
2013/4/11,33.1,29890,21,31,26715,33.9,4337,31.9
2013/4/12,31.1,22578,21.75,33.1,31047,37.4,3706,32.04
2013/4/13,29,18455,21.75,31.1,28155,32.9,2601,31.64
2013/4/14,31.1,22530,21.5,29,27526,34.2,2427,31.14
2013/4/16,30.2,22785,21.5,31.1,33419,30.8,2254,31.06
2013/4/17,29.9,23574,23.25,30.2,29890,31.5,4425,30.9
2013/4/18,30.4,20880,24.25,29.9,22578,30.5,2465,30.26
2013/4/19,30.3,20249,25.75,30.4,18455,32.5,2141,30.12
2013/4/20,30.1,20790,27,30.3,22530,37.2,2522,30.38
2013/4/21,30.7,20449,26.5,30.1,22785,34,3419,30.18
2013/4/23,34.2,23482,26.5,30.7,23574,33.8,3228,30.28
2013/4/24,40.8,24675,28.75,34.2,20880,36.3,6875,31.14
2013/4/25,41.7,21150,29.25,40.8,20249,34.3,4611,33.22
2013/4/26,39.5,16890,29.5,41.7,20790,38.9,2264,35.5
2013/4/27,45.9,14561,31.25,39.5,20449,32.8,2983,37.38
2013/4/28,46,20160,33,45.9,23482,36.1,3586,40.42
2013/4/30,38.8,21191,32.75,46,24675,37.1,2403,42.78
2013/5/1,38,21622,34.75,38.8,21150,37.3,4080,42.38
2013/5/2,39,20976,33.5,38,16890,34.8,4556,41.64
2013/5/3,39.7,19950,32.75,39,14561,37,2078,41.54
2013/5/4,40.3,22575,33,39.7,20160,38.6,3069,40.3
2013/5/5,39.4,14797,33,40.3,21191,40.1,3144,39.16
