trade_date,price,amount,d1_origin_price,d1_price,yesterday_amount,p_banana_d1_price,p_banana_d1_amount,d5_avg_price
2017/5/2,67,17497,48,62.8,25906,68.6,2469,66.28
2017/5/3,66.1,17073,48.75,67,19112,67.4,2417,66.26
2017/5/4,58.3,20146,47.75,66.1,20190,63.2,2581,65.78
2017/5/5,60.4,16506,48.25,58.3,18261,61.9,1628,64.18
2017/5/6,65.1,16627,51,60.4,18492,63.9,2537,62.92
2017/5/7,66.4,15950,51.5,65.1,17497,56.7,2949,63.38
2017/5/9,67.6,21726,51.5,66.4,17073,56.5,2301,63.26
2017/5/10,67.2,21942,51.5,67.6,20146,59.3,5358,63.56
2017/5/11,65.8,18512,52,67.2,16506,57.2,2801,65.34
2017/5/12,63,19305,49.75,65.8,16627,59.1,1836,66.42
2017/5/13,61,15515,48.25,63,15950,52.9,2656,66
2017/5/14,58,16213,46.75,61,21726,55,3177,64.92
2017/5/16,54,21746,46.5,58,21942,51.3,2240,63
2017/5/17,48.7,21015,31.75,54,18512,44.8,4221,60.36
2017/5/18,48.1,15981,29,48.7,19305,43.1,2464,56.94
2017/5/19,47.1,23250,20,48.1,15515,61.4,1117,53.96
2017/5/20,46.6,23414,22.75,47.1,16213,50.9,3281,51.18
2017/5/21,47.9,21866,22,46.6,21746,46.9,3935,48.9
2017/5/23,48.3,26218,22,47.9,21015,47.5,2131,47.68
2017/5/24,48.9,23257,25.5,48.3,15981,51.3,4065,47.6
2017/5/25,46.5,24943,25.75,48.9,23250,43.9,2607,47.76
2017/5/26,47.6,27568,26.25,46.5,23414,47.4,3367,47.64
2017/5/27,52,20203,29.25,47.6,21866,47.7,3748,47.84
2017/5/28,52.5,19998,29.5,52,26218,46.1,3051,48.66
2017/5/29,52.5,16626,30,52.5,23257,46.4,2225,49.5
2017/5/30,51.9,19309,30,52.5,24943,59.9,1054,50.22
2017/6/2,46.9,24225,26.75,51.9,27568,57.6,1229,51.3
2017/6/3,40.8,22136,28.25,46.9,20203,47.8,4567,51.16
2017/6/4,42.9,16530,26.75,40.8,19998,43.2,3295,48.92
2017/6/6,44.4,24549,26,42.9,16626,41.3,2083,47
2017/6/7,44.5,20675,25.25,44.4,19309,42.9,5145,45.38
2017/6/8,44.7,24920,24.75,44.5,24225,43.5,4251,43.9
2017/6/9,43.8,29900,22.75,44.7,22136,44.3,4789,43.46
2017/6/10,44.5,24730,21.25,43.8,16530,39.8,3468,44.06
2017/6/11,42.3,21131,22.5,44.5,24549,41.9,2337,44.38
2017/6/13,31.3,28606,23.25,42.3,20675,43.7,1968,43.96
2017/6/14,34.6,20380,21,31.3,24920,35.8,4758,41.32
2017/6/15,26.6,21063,19,34.6,29900,29.5,2885,39.3
2017/6/16,20.3,30633,12.75,26.6,24730,23.9,3669,35.86
2017/6/17,21.7,26251,8.75,20.3,21131,24,1635,31.02
2017/6/18,24.6,23513,8.5,21.7,28606,30.9,2558,26.9
2017/6/20,27.3,25543,8,24.6,20380,36.8,2540,25.56
2017/6/21,28.4,23605,9.75,27.3,21063,37.8,3967,24.1
2017/6/22,29.4,25934,10,28.4,30633,37.9,2808,24.46
2017/6/23,29.2,27599,12,29.4,26251,33.8,3368,26.28
2017/6/24,31,27423,13,29.2,23513,38.9,3882,27.78
2017/6/25,31.6,24321,12.75,31,25543,35.5,5368,29.06
2017/6/27,28.9,28691,12,31.6,23605,28.2,3321,29.92
2017/6/28,26.4,20099,11,28.9,25934,26,4866,30.02
2017/6/29,22.4,25044,10.75,26.4,27599,20.9,3356,29.42
2017/6/30,18.9,31540,11.25,22.4,27423,26.7,2531,28.06
2017/7/1,18.2,27272,12,18.9,24321,22.3,3106,25.64
2017/7/2,19.6,19873,10.25,18.2,28691,22.4,2487,22.96
2017/7/4,16.9,33555,11,19.6,20099,21.6,2755,21.1
2017/7/5,16.8,27154,7.75,16.9,25044,29.2,3619,19.2
2017/7/6,18.2,28737,7.75,16.8,31540,28.4,3566,18.08
2017/7/7,16.7,36754,8.5,18.2,27272,31.6,3126,17.94
2017/7/8,17.5,35469,8.5,16.7,19873,26.8,4270,17.64
2017/7/9,19.4,27480,9.75,17.5,33555,25.8,3766,17.22
2017/7/11,18.4,35707,9.75,19.4,27154,25.1,2766,17.72
2017/7/12,18.7,24194,9.75,18.4,28737,27.5,4083,18.04
2017/7/13,17.6,29973,9.75,18.7,36754,26.1,2655,18.14
2017/7/14,14.2,27060,11,17.6,35469,20.8,3255,18.32
2017/7/15,14.8,28660,11,14.2,27480,22.9,2996,17.66
2017/7/16,14.7,30430,10.25,14.8,35707,26.2,3053,16.74
2017/7/18,15.3,27495,10,14.7,24194,28,2316,16
2017/7/19,16.2,23301,11.25,15.3,29973,26.4,3825,15.32
2017/7/20,16.7,22804,11.25,16.2,27060,21.8,4179,15.04
2017/7/21,15.9,25100,11.25,16.7,28660,22.3,3334,15.54
2017/7/22,15.6,31221,11.5,15.9,30430,30.8,2554,15.76
2017/7/23,16.5,30525,11.75,15.6,27495,26.2,4330,15.94
2017/7/25,17.4,27260,12,16.5,23301,22.7,3070,16.18
2017/7/26,16.7,29069,12,17.4,22804,24.3,4670,16.42
2017/7/27,15.7,26792,11.25,16.7,25100,22.8,3283,16.42
2017/7/28,15.1,26656,10.5,15.7,31221,18.8,3768,16.38
2017/7/29,15.2,29904,10.5,15.1,30525,21.5,3415,16.28
2017/7/30,15.4,28071,9.25,15.2,27260,22.8,5111,16.02
2017/8/1,16.3,25914,9.25,15.4,29069,21.4,4778,15.62
2017/8/2,16.5,24254,9.75,16.3,26792,27.4,2114,15.54
2017/8/3,14.8,32510,11,16.5,26656,26.1,2203,15.7
2017/8/4,13.6,34333,11.5,14.8,29904,25.6,2956,15.64
2017/8/5,15.8,32913,11.75,13.6,28071,23.1,4227,15.32
2017/8/6,17.1,34118,12,15.8,25914,26.1,4274,15.4
2017/8/8,16.1,35336,11,17.1,24254,26.4,3563,15.56
2017/8/9,15.6,28162,10.75,16.1,32510,24.6,3911,15.48
2017/8/10,14.8,28738,10.75,15.6,34333,24.5,2690,15.64
2017/8/11,13.8,27900,11,14.8,32913,23.5,3302,15.88
2017/8/12,13.8,28416,10.75,13.8,34118,19,3611,15.48
2017/8/13,15.8,23575,10.75,13.8,35336,19.8,3074,14.82
2017/8/15,15.3,30482,12,15.8,28162,24.5,3554,14.76
2017/8/16,15.2,21783,11.25,15.3,28738,21.4,4035,14.7
2017/8/17,15.9,23524,11.5,15.2,27900,21,3606,14.78
2017/8/18,15.1,29080,10.75,15.9,28416,23.1,2839,15.2
2017/8/19,15.2,28185,10.75,15.1,23575,22.5,3950,15.46
2017/8/20,15.4,27767,10.75,15.2,30482,22.8,4075,15.34
2017/8/22,15.1,34559,10,15.4,21783,22.3,4029,15.36
2017/8/23,15.2,26805,9,15.1,23524,20.3,5996,15.34
2017/8/24,14,27559,9.75,15.2,29080,20.7,2648,15.2
2017/8/25,12.5,25932,9.75,14,28185,22.1,1863,14.98
2017/8/26,12.1,28135,10.5,12.5,27767,21.1,2863,14.44
2017/8/27,12.2,26239,9.5,12.1,34559,19.5,3163,13.78
2017/8/29,12.2,31211,7,12.2,26805,22.3,2541,13.2
2017/8/30,12.8,21615,10.25,12.2,27559,22.3,3260,12.6
2017/8/31,14,22815,10.25,12.8,25932,21.3,2676,12.36
2017/9/1,14,22265,10.75,14,28135,21.8,3001,12.66
2017/9/2,14.7,23850,11.4,14,26239,22.2,2830,13.04
2017/9/3,16.6,22443,11.4,14.7,31211,22.5,2863,13.54
2017/9/4,15.5,25770,11.4,16.6,21615,23.8,3518,14.42
2017/9/5,16.4,22959,12,15.5,22815,29.4,2360,14.96
2017/9/8,15.8,32491,10.8,16.4,22265,25.7,2788,15.44
2017/9/9,14.9,25917,11.2,15.8,23850,23.1,4354,15.8
2017/9/10,14.5,27898,10.8,14.9,22443,25.1,3436,15.84
2017/9/12,14.9,29737,12,14.5,25770,23.1,4462,15.42
2017/9/13,15.3,24423,8.6,14.9,22959,21,7563,15.3
2017/9/14,15.3,24721,8.6,15.3,32491,18.4,5329,15.08
2017/9/15,15.5,20573,8.6,15.3,25917,19.1,2271,14.98
2017/9/16,14.5,29855,8.2,15.5,27898,20.6,3107,15.1
2017/9/17,14.4,27147,8.6,14.5,29737,22.2,3339,15.1
2017/9/19,14.2,36606,11,14.4,24423,22.1,2674,15
2017/9/20,15.3,27670,8,14.2,24721,22.3,6062,14.78
2017/9/21,14.5,31509,8.4,15.3,20573,26,2546,14.78
2017/9/22,13.7,23965,8.4,14.5,29855,27.4,2320,14.58
2017/9/23,15.1,22061,8.4,13.7,27147,23.9,3080,14.42
2017/9/24,15.3,21831,7.4,15.1,36606,24,2665,14.56
2017/9/26,13.2,33107,8,15.3,27670,24.5,2136,14.78
2017/9/27,12.8,29857,7,13.2,31509,21.8,3986,14.36
2017/9/28,11.5,32783,7.2,12.8,23965,21.3,3192,14.02
2017/9/29,10.4,27836,6.8,11.5,22061,23.7,2784,13.58
2017/9/30,10.4,30325,5.8,10.4,21831,20.5,3643,12.64
2017/10/1,11,29557,5.6,10.4,33107,18.3,5007,11.66
2017/10/3,10.6,39689,5,11,29857,18.5,2942,11.22
2017/10/4,11.4,33277,5.2,10.6,32783,23.1,5051,10.78
2017/10/7,11.3,34826,6.25,11.4,27836,22.2,3202,10.76
2017/10/8,11.5,27310,6.2,11.3,30325,22.6,4898,10.94
2017/10/10,11.3,36892,7,11.5,29557,22.2,3051,11.16
2017/10/11,11.9,26231,7,11.3,39689,23.3,3603,11.22
2017/10/12,11.2,31423,7,11.9,33277,22.1,3350,11.48
2017/10/13,9.7,27923,7,11.2,34826,19.1,3807,11.44
2017/10/14,10.3,25240,7.2,9.7,27310,19.1,3215,11.12
2017/10/15,13,16697,7.2,10.3,36892,16.5,3800,10.88
2017/10/17,13.4,30090,7,13,26231,18.1,2938,11.22
2017/10/18,15,25668,6.8,13.4,31423,24.8,2992,11.52
2017/10/19,15.7,32215,7.6,15,27923,26.5,4082,12.28
2017/10/20,15.5,34761,7.6,15.7,25240,22.3,4934,13.48
2017/10/21,14.7,24320,7.6,15.5,16697,19.3,3957,14.52
2017/10/22,16,19885,7.8,14.7,30090,21.3,3029,14.86
2017/10/24,16.6,28665,7,16,25668,23.3,2381,15.38
2017/10/25,17.3,23118,8.8,16.6,32215,22.4,4385,15.7
2017/10/26,17.2,25079,9.6,17.3,34761,20.6,3171,16.02
2017/10/27,16.7,25489,10.4,17.2,24320,20.4,1894,16.36
2017/10/28,18.1,23899,10.6,16.7,19885,24.7,3280,16.76
2017/10/29,18.3,26810,13.8,18.1,28665,25,2388,17.18
2017/10/31,18.4,28497,15.5,18.3,23118,26,2014,17.52
2017/11/1,21.2,22677,18,18.4,25079,26.4,4348,17.74
2017/11/2,21.1,36717,19.2,21.2,25489,27.2,3577,18.54
2017/11/3,22,28456,20.4,21.1,23899,26.6,3298,19.42
2017/11/4,24.1,23530,21.2,22,26810,28.4,3500,20.2
2017/11/5,24.7,24586,22.4,24.1,28497,24.7,2662,21.36
2017/11/7,23.7,28899,24,24.7,22677,27.6,2181,22.62
2017/11/8,23.6,26048,21,23.7,36717,22.6,6105,23.12
2017/11/9,20.4,29499,21.4,23.6,28456,21.4,3947,23.62
2017/11/10,17.4,27403,19.4,20.4,23530,23,3103,23.3
2017/11/11,18.6,25041,18.2,17.4,24586,27.4,3655,21.96
2017/11/12,18.3,22761,17.2,18.6,28899,24.4,3272,20.74
2017/11/14,16.4,30163,16,18.3,26048,23.2,3359,19.66
2017/11/15,19.5,22291,14.8,16.4,29499,20.7,4672,18.22
2017/11/16,21.4,30781,13.8,19.5,27403,27.2,2722,18.04
2017/11/17,19.3,35790,13.8,21.4,25041,30.5,3589,18.84
2017/11/18,19.3,33960,13.6,19.3,22761,26.8,4346,18.98
2017/11/19,19.3,25440,13.6,19.3,30163,25.3,3219,19.18
2017/11/21,20.2,26607,12.5,19.3,22291,20.9,2337,19.76
2017/11/22,21.6,24886,11.8,20.2,30781,24.1,3669,19.9
2017/11/23,19.8,26214,13.2,21.6,35790,22.2,1982,19.94
2017/11/24,20.1,24593,13.4,19.8,33960,29,2519,20.04
2017/11/25,20,25596,14.2,20.1,25440,26.4,3130,20.2
2017/11/26,19.7,21698,15,20,26607,23.7,2975,20.34
2017/11/28,21.7,21259,16,19.7,24886,21.5,2768,20.24
2017/11/29,23.5,23440,18,21.7,26214,22,5590,20.26
2017/11/30,24.1,22851,18.4,23.5,24593,26.9,3880,21
2017/12/1,22.8,29991,18.8,24.1,25596,25.7,3915,21.8
2017/12/2,23.9,29415,19.6,22.8,21698,23.1,4227,22.36
2017/12/3,26.2,24084,19.8,23.9,21259,24.5,2873,23.2
2017/12/5,25.6,25341,19.8,26.2,23440,23.2,2165,24.1
2017/12/6,24.9,21255,20,25.6,22851,26.8,3271,24.52
2017/12/7,23.3,19350,21.8,24.9,29991,22.9,3180,24.68
2017/12/8,21.3,21597,22.2,23.3,29415,22.6,2117,24.78
2017/12/9,21.2,21237,22,21.3,24084,22.9,3996,24.26
2017/12/10,22.5,18935,22,21.2,25341,19.1,3144,23.26
2017/12/12,24.6,21561,22,22.5,21255,20.9,1369,22.64
2017/12/13,25.5,18780,22,24.6,19350,24.9,4351,22.58
2017/12/14,23.9,23323,22,25.5,21597,22.4,3150,23.02
2017/12/15,24.4,20112,22.8,23.9,21237,21.6,3165,23.54
2017/12/16,27.2,20060,23.4,24.4,18935,21.6,3513,24.18
2017/12/17,27.6,25160,23.8,27.2,21561,26.3,2815,25.12
2017/12/19,27.4,22435,23.8,27.6,18780,23.6,2718,25.72
